area_type,location,size,total_sqft,bath,balcony,price,price_per_sqft
2,1092,12,450.0,3.0,1.0,70.0,0.15555555555555556
3,550,0,648.0,1.0,1.0,40.0,0.06172839506172839
3,962,11,2100.0,3.0,2.0,130.0,0.06190476190476191
3,668,9,1027.0,2.0,1.0,44.0,0.042843232716650435
3,248,11,1365.0,3.0,1.0,52.82,0.038695970695970694
3,1172,0,650.0,1.0,1.0,18.0,0.027692307692307693
2,279,12,1200.0,2.0,1.0,52.0,0.043333333333333335
3,317,9,1100.0,2.0,3.0,90.0,0.08181818181818182
0,59,11,1075.0,2.0,1.0,57.0,0.053023255813953486
3,177,9,1100.0,2.0,1.0,63.0,0.057272727272727274
3,88,11,1320.0,2.0,1.0,58.0,0.04393939393939394
3,604,11,1500.0,3.0,2.0,65.0,0.043333333333333335
2,1136,14,1200.0,5.0,1.0,150.0,0.125
2,200,14,1125.0,3.0,2.0,126.0,0.112
3,1154,9,1246.0,2.0,1.0,67.5,0.05417335473515249
3,232,11,1718.0,3.0,2.0,90.2,0.05250291036088475
3,246,11,1075.0,2.0,1.0,32.0,0.029767441860465118
3,285,11,1480.0,3.0,1.0,75.48,0.051000000000000004
3,141,0,500.0,1.0,1.0,13.0,0.026
2,590,14,1200.0,4.0,2.0,125.0,0.10416666666666667
3,614,9,1041.0,2.0,1.0,36.44,0.03500480307396734
3,362,9,1128.0,2.0,2.0,48.4,0.042907801418439716
3,507,11,1685.0,3.0,1.0,90.0,0.05341246290801187
3,444,9,1180.0,2.0,2.0,65.0,0.05508474576271186
0,382,9,1200.0,2.0,1.0,60.0,0.05
3,732,11,1250.0,3.0,2.0,39.5,0.0316
3,614,9,900.0,2.0,1.0,41.0,0.04555555555555556
0,283,9,1000.0,2.0,1.0,45.0,0.045
0,1172,10,600.0,2.0,2.0,80.0,0.13333333333333333
2,34,14,600.0,3.0,2.0,82.0,0.13666666666666666
3,1154,9,1404.0,2.0,1.0,70.0,0.04985754985754986
3,916,11,1610.0,2.0,2.0,115.0,0.07142857142857142
3,1105,9,1760.0,2.0,1.0,85.0,0.048295454545454544
3,92,9,975.0,2.0,1.0,55.0,0.05641025641025641
0,621,9,1190.0,2.0,2.0,42.0,0.03529411764705882
0,668,9,1110.0,2.0,1.0,46.0,0.04144144144144144
3,448,9,1235.0,2.0,2.0,44.5,0.03603238866396761
3,800,9,1275.0,2.0,3.0,55.0,0.043137254901960784
0,1126,9,1115.0,2.0,1.0,115.0,0.1031390134529148
3,473,9,1197.0,2.0,1.0,76.0,0.06349206349206349
3,213,0,644.0,1.0,1.0,32.0,0.049689440993788817
3,217,9,1251.0,2.0,3.0,47.0,0.037569944044764186
3,814,9,1105.0,2.0,2.0,30.0,0.027149321266968326
3,48,9,1080.0,2.0,2.0,38.0,0.03518518518518519
3,668,13,2100.0,3.0,1.0,114.0,0.054285714285714284
2,603,14,1600.0,4.0,1.0,200.0,0.125
3,780,11,1731.0,3.0,3.0,64.11,0.03703639514731369
3,498,9,1206.0,2.0,1.0,55.0,0.04560530679933665
3,308,11,1560.0,3.0,2.0,78.0,0.05
3,59,0,750.0,1.0,2.0,47.0,0.06266666666666666
0,244,9,1035.0,2.0,2.0,90.0,0.08695652173913043
2,918,20,1200.0,6.0,2.0,150.0,0.125
3,962,0,702.0,1.0,0.0,35.8,0.05099715099715099
2,138,12,1700.0,3.0,1.0,65.0,0.03823529411764706
3,457,9,1145.0,2.0,2.0,68.5,0.05982532751091703
3,918,11,1208.0,2.0,2.0,43.5,0.036009933774834434
3,255,11,1589.0,3.0,2.0,74.0,0.04657016991818754
0,90,9,560.0,2.0,1.0,22.0,0.039285714285714285
3,1172,11,1426.0,2.0,2.0,61.5,0.043127629733520335
3,439,11,1885.0,3.0,2.0,135.0,0.07161803713527852
3,833,9,935.0,2.0,0.0,37.77,0.040395721925133694
3,833,9,1171.0,2.0,2.0,73.0,0.0623398804440649
3,1003,9,1465.0,2.0,3.0,60.0,0.040955631399317405
3,256,11,1820.0,3.0,2.0,95.0,0.0521978021978022
3,901,11,1580.0,2.0,2.0,66.85,0.04231012658227848
3,1163,11,1452.0,2.0,2.0,46.29,0.0318801652892562
3,485,11,1445.0,2.0,1.0,89.56,0.06197923875432526
3,424,9,1170.0,2.0,1.0,39.0,0.03333333333333333
3,116,9,1070.0,2.0,1.0,50.0,0.04672897196261682
3,614,11,1100.0,3.0,2.0,53.0,0.04818181818181818
3,663,9,1140.0,2.0,2.0,56.0,0.04912280701754386
0,894,11,2600.0,3.0,2.0,160.0,0.06153846153846154
3,990,11,1532.0,3.0,2.0,59.75,0.03900130548302872
3,69,9,1150.0,2.0,1.0,46.0,0.04
3,540,9,1473.0,2.0,1.0,85.0,0.05770536320434488
3,623,11,1350.0,3.0,2.0,80.99,0.05999259259259259
3,268,11,1980.0,4.0,2.0,166.0,0.08383838383838384
3,493,11,1660.0,3.0,2.0,128.0,0.07710843373493977
2,655,20,2456.0,7.0,2.0,85.0,0.03460912052117264
3,277,9,650.0,2.0,2.0,45.0,0.06923076923076923
3,298,11,1495.0,3.0,2.0,90.0,0.06020066889632107
3,881,9,1080.0,2.0,1.0,48.0,0.044444444444444446
3,383,11,1521.0,2.0,2.0,57.5,0.03780407626561473
0,82,9,1053.0,2.0,0.0,51.0,0.04843304843304843
2,614,14,800.0,5.0,3.0,115.0,0.14375
3,59,9,1050.0,2.0,1.0,42.0,0.04
3,1066,11,1430.0,2.0,2.0,51.48,0.036
0,212,11,2400.0,3.0,2.0,12.0,0.005
3,826,11,1250.0,3.0,2.0,39.0,0.0312
2,920,14,1200.0,2.0,1.0,75.0,0.0625
0,1092,1,840.0,1.0,1.0,150.0,0.17857142857142858
3,1095,9,1000.0,2.0,2.0,39.5,0.0395
3,199,11,1630.0,3.0,3.0,68.0,0.04171779141104295
3,604,9,985.0,2.0,1.0,40.5,0.04111675126903553
3,159,9,1200.0,2.0,2.0,70.0,0.058333333333333334
0,94,11,1650.0,3.0,3.0,100.0,0.06060606060606061
3,764,11,1670.0,3.0,2.0,59.0,0.035329341317365266
3,50,15,1200.0,5.0,2.0,205.0,0.17083333333333334
2,962,14,1240.0,4.0,0.0,110.0,0.08870967741935484
0,720,9,1000.0,2.0,2.0,60.0,0.06
3,352,9,830.0,2.0,2.0,26.0,0.03132530120481928
2,916,12,1200.0,3.0,1.0,56.1,0.04675
3,213,13,2500.0,6.0,0.0,122.5,0.049
3,470,9,1140.0,2.0,2.0,43.0,0.037719298245614034
3,787,11,1635.0,3.0,3.0,85.0,0.05198776758409786
0,458,9,1120.0,2.0,1.0,70.0,0.0625
2,598,18,2750.0,6.0,3.0,200.0,0.07272727272727272
3,973,11,1760.0,3.0,2.0,185.0,0.10511363636363637
3,473,11,2137.0,3.0,2.0,110.0,0.05147402901263454
3,485,9,973.0,2.0,1.0,50.74,0.05214799588900308
3,678,11,1724.0,3.0,1.0,146.0,0.08468677494199536
3,177,9,1020.0,2.0,2.0,40.79,0.03999019607843137
3,383,0,750.0,1.0,1.0,35.0,0.04666666666666667
3,600,9,883.0,2.0,1.0,49.0,0.05549263873159683
0,1078,10,660.0,2.0,0.0,76.0,0.11515151515151516
3,916,13,2787.0,5.0,2.0,220.0,0.07893792608539649
0,341,11,1470.0,2.0,3.0,60.0,0.04081632653061224
3,388,9,891.0,2.0,1.0,24.95,0.028002244668911335
0,963,9,1275.0,2.0,1.0,76.0,0.0596078431372549
3,663,11,1787.0,3.0,2.0,120.0,0.06715165081141578
0,61,16,1730.0,5.0,2.0,75.0,0.04335260115606936
3,962,9,1320.0,2.0,2.0,110.0,0.08333333333333333
3,1177,11,1692.0,3.0,3.0,108.0,0.06382978723404255
3,199,11,1400.0,3.0,2.0,69.0,0.04928571428571429
3,962,9,1115.0,2.0,1.0,50.0,0.04484304932735426
3,1163,9,1370.0,2.0,2.0,56.0,0.040875912408759124
3,1072,11,1602.0,3.0,2.0,56.0,0.03495630461922597
0,494,0,793.0,1.0,1.0,40.0,0.05044136191677175
3,399,0,675.0,1.0,1.0,35.0,0.05185185185185185
0,292,14,3250.0,4.0,2.0,136.0,0.041846153846153845
3,1163,9,1050.0,2.0,3.0,43.0,0.040952380952380955
0,546,9,1035.0,2.0,1.0,42.5,0.04106280193236715
3,962,11,1200.0,2.0,2.0,44.0,0.03666666666666667
3,962,11,1800.0,3.0,2.0,128.0,0.07111111111111111
0,439,11,1625.0,3.0,2.0,70.0,0.043076923076923075
3,388,9,1032.0,2.0,1.0,31.99,0.030998062015503876
3,1163,11,1496.0,2.0,1.0,71.81,0.048001336898395724
3,664,9,1100.0,2.0,2.0,38.0,0.034545454545454546
0,678,11,1500.0,3.0,2.0,50.0,0.03333333333333333
0,385,9,1125.0,2.0,1.0,32.63,0.029004444444444447
3,290,11,1555.0,3.0,3.0,73.0,0.04694533762057878
3,100,9,1025.0,2.0,1.0,42.0,0.04097560975609756
3,485,11,1482.0,2.0,1.0,83.73,0.05649797570850203
3,175,11,1630.0,2.0,2.0,130.0,0.07975460122699386
3,128,9,900.0,2.0,1.0,44.5,0.049444444444444444
3,1171,11,1355.0,2.0,3.0,75.0,0.055350553505535055
0,84,9,1200.0,2.0,2.0,45.0,0.0375
3,1045,11,1563.0,3.0,2.0,63.0,0.04030710172744722
2,760,14,1344.0,4.0,1.0,84.0,0.0625
3,52,9,812.0,2.0,1.0,42.0,0.05172413793103448
0,207,9,1200.0,2.0,1.0,70.0,0.058333333333333334
3,1171,13,3175.0,4.0,1.0,156.0,0.04913385826771653
3,742,9,1360.0,2.0,1.0,101.0,0.07426470588235294
3,478,11,1835.0,3.0,3.0,88.0,0.04795640326975477
0,894,11,1756.0,3.0,2.0,110.0,0.06264236902050115
3,61,11,1296.0,2.0,2.0,51.83,0.03999228395061728
3,470,9,1300.0,2.0,1.0,75.0,0.057692307692307696
3,104,9,1141.0,2.0,1.0,50.0,0.04382120946538125
3,863,11,1270.0,2.0,2.0,50.79,0.03999212598425197
0,383,9,1210.0,2.0,1.0,55.0,0.045454545454545456
3,498,9,1310.0,2.0,2.0,67.0,0.05114503816793893
2,382,16,1356.0,5.0,2.0,139.0,0.10250737463126844
3,715,11,1187.0,2.0,0.0,55.195,0.046499578770008425
3,443,11,1745.0,3.0,2.0,140.0,0.08022922636103152
2,577,16,1200.0,5.0,1.0,125.0,0.10416666666666667
3,901,9,1050.0,2.0,2.0,37.0,0.035238095238095235
3,385,9,1140.0,2.0,1.0,34.0,0.02982456140350877
3,1105,9,1210.0,2.0,2.0,54.0,0.04462809917355372
3,620,11,2035.0,3.0,2.0,142.0,0.06977886977886978
3,961,0,633.0,1.0,1.0,17.09,0.026998420221169037
0,100,0,485.0,1.0,1.0,19.5,0.04020618556701031
3,1105,9,1112.0,2.0,2.0,40.0,0.03597122302158273
2,1091,10,1200.0,2.0,0.0,82.0,0.06833333333333333
3,962,11,2275.0,4.0,2.0,187.0,0.08219780219780219
3,360,11,1419.0,3.0,2.0,85.0,0.059901338971106416
3,1018,9,1195.0,2.0,2.0,42.4,0.035481171548117155
3,678,9,1047.0,2.0,2.0,91.0,0.08691499522445081
3,1066,11,1884.0,4.0,2.0,117.0,0.06210191082802548
2,728,12,1200.0,3.0,2.0,149.0,0.12416666666666666
3,199,9,905.0,2.0,1.0,58.0,0.06408839779005525
3,531,11,1500.0,2.0,1.0,108.0,0.072
0,297,0,850.0,1.0,0.0,50.0,0.058823529411764705
0,249,9,1125.0,2.0,1.0,32.49,0.028880000000000003
0,1081,9,1165.0,2.0,2.0,59.8,0.05133047210300429
0,753,9,933.0,2.0,0.0,55.0,0.05894962486602358
3,485,11,1305.0,2.0,1.0,77.0,0.05900383141762452
3,244,9,1125.0,2.0,1.0,65.0,0.057777777777777775
3,157,9,865.0,2.0,2.0,33.0,0.03815028901734104
3,559,11,1245.0,3.0,3.0,66.0,0.05301204819277108
3,1088,11,1145.0,2.0,2.0,60.0,0.05240174672489083
0,67,11,2000.0,3.0,1.0,90.0,0.045
3,499,0,625.0,1.0,1.0,43.68,0.069888
3,678,11,1724.0,3.0,2.0,128.0,0.07424593967517401
2,714,1,400.0,1.0,1.0,75.0,0.1875
3,962,11,1270.0,2.0,1.0,54.0,0.04251968503937008
3,714,11,1250.0,3.0,2.0,39.5,0.0316
3,540,11,1485.0,3.0,2.0,72.0,0.048484848484848485
3,980,9,823.0,2.0,1.0,80.0,0.09720534629404617
3,59,9,990.0,2.0,2.0,50.0,0.050505050505050504
2,1056,12,1200.0,2.0,0.0,66.0,0.055
3,663,9,1185.0,2.0,2.0,59.0,0.049789029535864976
3,585,9,1140.0,2.0,1.0,78.0,0.06842105263157895
3,96,11,1950.0,4.0,2.0,120.0,0.06153846153846154
3,1171,11,1756.0,3.0,2.0,125.0,0.07118451025056947
3,279,0,520.0,1.0,1.0,14.04,0.027
0,359,9,1025.0,2.0,1.0,48.0,0.04682926829268293
0,1163,9,1216.0,2.0,1.0,72.0,0.05921052631578947
3,962,9,1026.0,2.0,2.0,60.8,0.059259259259259255
0,650,16,2700.0,4.0,2.0,125.0,0.046296296296296294
3,212,11,1411.0,2.0,2.0,60.0,0.042523033309709427
3,614,11,1320.0,2.0,1.0,39.6,0.030000000000000002
0,198,9,1320.0,2.0,0.0,50.0,0.03787878787878788
2,827,14,615.0,4.0,2.0,110.0,0.17886178861788618
3,591,11,1804.0,3.0,2.0,155.0,0.08592017738359202
3,458,9,1140.0,2.0,2.0,46.0,0.04035087719298246
2,195,14,1200.0,4.0,1.0,105.0,0.0875
3,476,13,2375.0,4.0,2.0,189.0,0.07957894736842105
2,278,12,1750.0,3.0,2.0,120.0,0.06857142857142857
2,1167,24,960.0,5.0,2.0,130.0,0.13541666666666666
3,1056,9,1152.0,2.0,2.0,55.0,0.04774305555555555
3,1066,9,965.0,2.0,1.0,54.0,0.05595854922279793
3,701,11,1684.0,3.0,1.0,120.0,0.07125890736342043
3,485,11,1672.0,3.0,2.0,86.0,0.05143540669856459
3,849,9,1075.0,2.0,2.0,60.0,0.05581395348837209
2,961,12,1500.0,5.0,2.0,95.0,0.06333333333333334
3,455,11,1464.0,3.0,2.0,56.0,0.03825136612021858
3,476,9,1420.0,2.0,1.0,99.26,0.06990140845070422
3,791,9,750.0,2.0,0.0,40.0,0.05333333333333334
3,1177,9,1169.0,2.0,2.0,64.08,0.05481608212147134
3,333,11,1290.0,2.0,1.0,62.0,0.04806201550387597
3,636,9,1160.0,2.0,2.0,40.6,0.035
0,979,20,2800.0,5.0,3.0,95.0,0.033928571428571426
3,776,11,1500.0,3.0,2.0,70.0,0.04666666666666667
3,368,11,1850.0,3.0,1.0,180.0,0.0972972972972973
3,1120,11,1300.0,3.0,2.0,46.0,0.03538461538461538
3,385,11,1310.0,2.0,1.0,37.84,0.02888549618320611
3,233,11,2150.0,3.0,0.0,170.0,0.07906976744186046
3,614,11,1300.0,2.0,3.0,69.0,0.05307692307692308
2,586,12,1875.0,2.0,1.0,110.0,0.058666666666666666
3,511,11,1260.0,2.0,1.0,82.0,0.06507936507936508
0,636,16,2500.0,4.0,3.0,100.0,0.04
3,213,9,1241.0,2.0,1.0,64.0,0.0515713134568896
3,962,9,1025.0,2.0,2.0,45.5,0.04439024390243902
2,866,10,1500.0,1.0,0.0,218.0,0.14533333333333334
0,383,9,1070.0,2.0,1.0,60.0,0.056074766355140186
3,212,9,815.0,2.0,1.0,40.0,0.049079754601226995
0,614,11,2000.0,3.0,3.0,105.0,0.0525
3,729,9,1400.0,2.0,1.0,190.0,0.1357142857142857
2,1105,14,1740.0,4.0,3.0,175.0,0.10057471264367816
0,962,9,1216.0,2.0,2.0,70.0,0.05756578947368421
3,1200,11,2200.0,2.0,1.0,190.0,0.08636363636363636
2,979,18,970.0,6.0,3.0,105.0,0.10824742268041238
2,614,10,1200.0,2.0,0.0,62.0,0.051666666666666666
3,742,9,1026.0,2.0,1.0,50.18,0.048908382066276804
0,511,0,450.0,1.0,1.0,20.0,0.044444444444444446
3,577,9,1205.0,2.0,1.0,45.79,0.038
3,541,9,1368.0,2.0,3.0,87.0,0.06359649122807018
0,112,0,420.0,1.0,1.0,12.5,0.02976190476190476
0,357,9,1270.0,2.0,2.0,42.0,0.03307086614173228
3,112,9,614.0,1.0,1.0,28.0,0.04560260586319218
2,746,10,1050.0,2.0,0.0,58.0,0.05523809523809524
3,1171,9,1408.0,2.0,2.0,58.0,0.041193181818181816
3,1033,11,1223.0,2.0,2.0,42.81,0.03500408830744072
0,928,11,1507.0,3.0,1.0,80.0,0.05308560053085601
3,1190,9,1160.0,2.0,2.0,57.0,0.04913793103448276
2,646,12,1200.0,3.0,1.0,70.0,0.058333333333333334
0,863,9,960.0,2.0,3.0,50.0,0.052083333333333336
3,778,9,1021.0,2.0,2.0,46.0,0.04505386875612145
3,478,11,2162.03,4.0,2.0,129.0,0.05966614709324107
3,281,9,1065.0,2.0,1.0,36.0,0.03380281690140845
3,138,0,400.0,1.0,1.0,10.25,0.025625
3,199,11,1465.0,2.0,1.0,75.0,0.051194539249146756
3,614,9,900.0,2.0,1.0,41.0,0.04555555555555556
3,742,11,1800.0,3.0,2.0,95.0,0.05277777777777778
3,97,9,1175.0,2.0,2.0,83.0,0.07063829787234042
3,956,9,1050.0,2.0,0.0,59.0,0.05619047619047619
0,385,11,1400.0,2.0,2.0,40.43,0.028878571428571427
3,522,11,1650.0,3.0,1.0,150.0,0.09090909090909091
3,577,11,1827.0,3.0,2.0,97.0,0.05309250136836344
3,1066,11,1930.0,4.0,2.0,122.0,0.06321243523316063
3,776,9,883.0,2.0,1.0,37.0,0.04190260475651189
0,636,0,550.0,1.0,1.0,16.75,0.030454545454545453
0,383,11,1400.0,2.0,1.0,40.44,0.028885714285714285
3,608,11,1290.0,2.0,3.0,38.69,0.029992248062015503
0,901,11,1021.0,3.0,2.0,59.0,0.05778648383937316
3,1163,9,1158.0,2.0,1.0,55.0,0.047495682210708115
2,1103,16,1200.0,4.0,1.0,99.0,0.0825
3,787,11,1400.0,2.0,2.0,135.0,0.09642857142857143
2,351,14,2400.0,3.0,0.0,200.0,0.08333333333333333
3,772,11,1200.0,2.0,1.0,57.9,0.04825
0,531,11,1520.0,3.0,2.0,125.0,0.08223684210526316
3,1066,0,777.0,1.0,0.0,38.46,0.0494980694980695
3,381,11,2710.0,3.0,2.0,177.0,0.06531365313653137
3,634,9,1150.0,2.0,2.0,57.0,0.049565217391304345
3,1171,9,1101.0,2.0,2.0,37.0,0.03360581289736603
3,718,11,1200.0,2.0,3.0,110.0,0.09166666666666666
3,476,9,1252.0,2.0,1.0,92.0,0.07348242811501597
3,742,11,1650.0,3.0,2.0,85.0,0.051515151515151514
0,742,9,1270.0,2.0,2.0,80.0,0.06299212598425197
3,1084,9,992.0,2.0,1.0,70.0,0.07056451612903226
3,154,11,2000.0,3.0,2.0,85.0,0.0425
3,415,9,893.0,2.0,2.0,34.5,0.03863381858902576
0,246,11,1075.0,2.0,1.0,41.49,0.0385953488372093
0,674,20,3200.0,7.0,0.0,150.0,0.046875
3,383,9,1190.0,2.0,1.0,42.0,0.03529411764705882
0,134,12,800.0,2.0,0.0,60.0,0.075
3,962,11,1814.0,3.0,3.0,63.0,0.034729878721058434
0,898,11,1400.0,3.0,2.0,98.0,0.07
3,773,11,1344.0,2.0,0.0,56.0,0.041666666666666664
3,614,11,1843.0,3.0,2.0,95.0,0.05154639175257732
3,296,9,1138.0,2.0,1.0,32.0,0.028119507908611598
0,785,11,1495.0,2.0,2.0,70.0,0.046822742474916385
3,383,9,880.0,2.0,1.0,19.0,0.02159090909090909
3,1163,11,1396.0,3.0,1.0,74.0,0.05300859598853868
0,409,11,1610.0,2.0,3.0,119.0,0.07391304347826087
3,1081,9,1050.0,2.0,2.0,55.0,0.05238095238095238
0,676,11,1410.0,2.0,2.0,43.71,0.031
3,918,9,1050.0,2.0,2.0,37.8,0.036
0,674,11,1310.0,2.0,1.0,85.0,0.0648854961832061
3,1171,9,1104.0,2.0,2.0,58.0,0.05253623188405797
3,485,9,1165.0,2.0,1.0,67.0,0.05751072961373391
3,668,9,1027.0,2.0,2.0,44.0,0.042843232716650435
3,498,9,1310.0,2.0,3.0,60.0,0.04580152671755725
0,300,9,1052.0,2.0,2.0,52.0,0.049429657794676805
3,1003,11,1464.0,3.0,2.0,56.0,0.03825136612021858
3,22,9,1000.0,2.0,2.0,45.0,0.045
3,383,9,1150.0,2.0,1.0,38.08,0.03311304347826087
3,1066,11,2019.0,3.0,1.0,70.67,0.035002476473501735
3,1105,9,986.0,2.0,1.0,31.0,0.03144016227180527
2,186,1,1350.0,1.0,1.0,145.0,0.10740740740740741
0,64,21,800.0,8.0,2.0,140.0,0.175
3,84,11,1893.0,4.0,2.0,95.0,0.050184891706286316
3,426,11,1318.0,3.0,2.0,56.0,0.042488619119878605
0,1171,11,1325.0,2.0,2.0,58.0,0.04377358490566038
0,642,9,800.0,2.0,1.0,33.0,0.04125
3,271,11,1300.0,3.0,2.0,42.25,0.0325
0,347,11,1300.0,2.0,2.0,60.0,0.046153846153846156
3,546,9,1010.0,2.0,1.0,52.0,0.05148514851485148
3,177,9,1260.0,2.0,3.0,75.0,0.05952380952380952
0,1092,14,2500.0,4.0,0.0,170.0,0.068
2,463,12,1520.0,3.0,1.0,165.0,0.10855263157894737
3,217,11,1665.0,3.0,2.0,85.0,0.05105105105105105
3,1033,11,1800.0,3.0,2.0,80.0,0.044444444444444446
3,473,9,1197.0,2.0,1.0,75.0,0.06265664160401002
3,731,9,1050.0,2.0,2.0,45.0,0.04285714285714286
2,735,16,910.0,4.0,2.0,194.0,0.21318681318681318
3,1066,11,1241.0,2.0,1.0,68.0,0.0547945205479452
3,722,11,1567.0,2.0,3.0,62.0,0.03956604977664327
3,620,11,1747.0,3.0,1.0,110.0,0.06296508299942759
3,916,11,1475.0,2.0,2.0,55.0,0.03728813559322034
2,854,14,600.0,4.0,1.0,70.0,0.11666666666666667
3,485,9,980.0,2.0,1.0,51.0,0.05204081632653061
3,326,9,966.0,2.0,1.0,58.0,0.060041407867494824
3,392,13,2360.0,3.0,2.0,185.0,0.07838983050847458
3,962,9,1112.0,2.0,1.0,62.0,0.05575539568345324
3,383,9,550.0,1.0,1.0,16.0,0.02909090909090909
0,1043,11,1760.0,3.0,3.0,90.0,0.05113636363636364
3,481,11,1830.0,2.0,3.0,113.0,0.06174863387978142
3,1171,9,1175.0,2.0,1.0,67.77,0.05767659574468085
3,1163,9,1175.0,2.0,1.0,41.0,0.03489361702127659
3,497,9,1025.0,2.0,2.0,45.0,0.04390243902439024
3,485,9,1232.0,2.0,1.0,80.0,0.06493506493506493
0,52,9,1010.0,2.0,2.0,57.0,0.05643564356435644
3,962,9,1273.0,2.0,2.0,60.0,0.04713275726630008
3,211,9,1590.0,2.0,2.0,102.0,0.06415094339622641
3,81,9,1100.0,2.0,1.0,58.5,0.053181818181818184
3,385,11,1252.0,2.0,1.0,65.0,0.051916932907348244
3,23,13,2615.0,5.0,3.0,222.0,0.08489483747609942
2,129,16,1200.0,6.0,2.0,140.0,0.11666666666666667
3,1171,9,1322.0,2.0,1.0,77.9,0.058925869894099855
2,59,1,1000.0,1.0,1.0,60.0,0.06
3,473,11,1755.0,3.0,2.0,117.0,0.06666666666666667
3,385,9,1135.0,2.0,2.0,46.0,0.04052863436123348
2,905,22,1200.0,10.0,2.0,180.0,0.15
2,383,14,1200.0,4.0,1.0,125.0,0.10416666666666667
3,793,9,1260.0,2.0,2.0,85.5,0.06785714285714285
2,735,16,1200.0,6.0,2.0,110.0,0.09166666666666666
3,614,11,1100.0,2.0,1.0,53.0,0.04818181818181818
3,385,11,1305.0,3.0,1.0,65.0,0.04980842911877394
0,143,9,1236.0,2.0,1.0,50.0,0.040453074433656956
0,1095,9,1125.0,1.0,2.0,45.0,0.04
0,577,9,1075.0,2.0,2.0,32.25,0.03
3,154,11,2000.0,3.0,2.0,85.0,0.0425
2,587,22,772.0,5.0,1.0,60.0,0.07772020725388601
0,1066,18,2999.97,6.0,0.0,110.0,0.03666703333700004
3,586,9,1150.0,2.0,2.0,42.0,0.036521739130434785
3,485,9,1085.0,2.0,1.0,43.4,0.04
0,477,11,1785.0,3.0,0.0,165.0,0.09243697478991597
3,1066,11,1930.0,4.0,2.0,120.0,0.06217616580310881
3,48,9,600.0,4.0,1.0,70.0,0.11666666666666667
2,587,10,800.0,1.0,0.0,45.0,0.05625
0,674,13,2450.0,3.0,2.0,110.0,0.044897959183673466
2,1181,14,1200.0,4.0,0.0,120.0,0.1
3,199,11,1920.0,3.0,3.0,122.0,0.06354166666666666
3,662,9,1085.0,2.0,2.0,34.2,0.03152073732718894
3,1066,0,760.0,1.0,2.0,50.4,0.0663157894736842
0,948,9,1201.0,2.0,3.0,80.0,0.06661115736885928
3,383,11,1615.0,3.0,2.0,97.0,0.060061919504643964
3,458,9,1289.0,2.0,2.0,70.0,0.05430566330488751
3,256,11,1991.0,4.0,2.0,100.0,0.050226017076845805
3,620,9,1377.0,2.0,2.0,80.0,0.05809731299927379
2,699,12,1892.0,3.0,2.0,200.0,0.10570824524312897
3,1066,0,663.0,1.0,0.0,32.82,0.049502262443438916
0,383,9,1165.0,2.0,1.0,33.65,0.02888412017167382
3,1066,9,1260.0,2.0,1.0,45.5,0.03611111111111111
0,1156,9,1095.0,2.0,1.0,39.0,0.03561643835616438
3,575,9,1050.0,2.0,2.0,65.0,0.06190476190476191
3,974,9,1176.0,2.0,2.0,50.0,0.04251700680272109
3,1066,11,1801.0,3.0,2.0,115.0,0.06385341476957246
3,1163,9,1315.0,2.0,3.0,55.0,0.04182509505703422
3,853,9,1194.0,2.0,2.0,46.0,0.038525963149078725
2,780,10,2400.0,2.0,1.0,125.0,0.052083333333333336
3,1095,11,1308.0,2.0,3.0,53.0,0.040519877675840976
3,1066,11,1806.0,6.0,2.0,116.0,0.06423034330011074
0,1066,14,3671.0,4.0,1.0,220.0,0.05992917461182239
3,493,11,2144.0,3.0,2.0,140.0,0.06529850746268656
0,505,9,1065.0,2.0,3.0,33.75,0.03169014084507042
3,171,9,1205.0,2.0,1.0,67.0,0.05560165975103734
3,1095,9,1160.0,2.0,2.0,40.58,0.034982758620689655
2,605,14,750.0,4.0,2.0,90.0,0.12
3,853,9,1194.0,2.0,2.0,47.0,0.03936348408710218
2,1198,12,1200.0,3.0,1.0,56.53,0.047108333333333335
3,32,11,1681.0,3.0,3.0,69.0,0.04104699583581202
0,249,9,1130.0,2.0,1.0,32.64,0.02888495575221239
0,614,11,1843.0,3.0,2.0,90.0,0.048833423765599564
0,249,9,1065.0,2.0,1.0,30.75,0.028873239436619718
3,1075,11,1885.0,3.0,2.0,85.52,0.045368700265251985
3,881,9,1500.0,2.0,2.0,45.0,0.03
3,849,9,1210.0,2.0,2.0,69.0,0.05702479338842975
3,1056,9,1126.0,2.0,1.0,39.4,0.03499111900532859
3,927,11,1357.0,2.0,2.0,59.0,0.043478260869565216
3,1163,11,1451.0,2.0,2.0,46.4,0.03197794624396968
2,651,14,1600.0,3.0,3.0,185.0,0.115625
3,485,9,950.0,2.0,1.0,55.0,0.05789473684210526
0,217,9,960.0,2.0,2.0,48.0,0.05
3,27,11,1625.0,3.0,3.0,92.0,0.056615384615384616
2,589,12,2200.0,4.0,1.0,150.0,0.06818181818181818
3,94,11,1607.0,2.0,2.0,112.0,0.06969508400746734
3,614,9,900.0,2.0,1.0,46.29,0.05143333333333333
0,996,9,1080.0,2.0,2.0,38.0,0.03518518518518519
3,499,13,1708.0,3.0,0.0,64.05,0.0375
0,1177,18,2500.0,5.0,2.0,185.0,0.074
3,217,11,1690.0,2.0,2.0,116.0,0.06863905325443787
0,890,16,2100.0,3.0,0.0,145.0,0.06904761904761905
3,47,9,1269.0,2.0,2.0,97.0,0.0764381402679275
